-49.10519929083327, -36.22886559059532
 -47.70732815207774, -31.055539293628804
 -46.06683458399476, -26.186961126480348
 -44.21025233579099, -21.630211888969587
 -42.1633249803942, -17.379356291724683
 -39.950130246229946, -13.419292917641657
 -37.59260811645568, -9.72915753418933
 -35.11040238361812, -6.285020679152359
 -32.52089095196536, -3.0618130045472585
 -29.839353494761497, -0.03462579172045549
 -27.079192530733362, 2.8205085521788984
 -24.252177380159928, 5.526201381060097
 -21.368685516901998, 8.103544470515864
 -18.437928506626506, 10.572110343255792
 -15.468156967641235, 12.950053610281005
 -12.466843413099301, 15.254271004738706
 -9.440844361667192, 17.500592851291724
 -6.396544437959438, 19.703989341771177
 -3.33998375879466, 21.878783662021576
 -0.2769845030270398, 24.038858593170644
 2.7867504713455706, 26.197876733557276
 5.845522342116869, 28.369485298259992
 26.58842940519785, 45.16431151597351
 29.364596996576505, 47.99567571885847
 32.064402028801226, 50.99585667938875
 34.67464523998666, 54.18874723413065
 37.18027134480146, 57.59928838493669
 39.56413997064692, 61.25275395606983
 41.80684833668796, 65.17354484036487
 43.8866650687195, 69.3833480621874
 45.77965571931729, 73.89854845464735
 47.460100191278165, 78.72689378068688
 48.90130586668793, 83.86364126645104
 50.07688917987665, 89.28775880331752
 50.962514840390405, 94.95914432619247
 51.53793881118143, 100.81803227246269
 51.78905082948296, 106.7876475493211
 51.70948107256422, 112.78026398166324
 51.30138029004807, 118.70579043724321
 50.57515675298857, 124.4809229815761
 49.54824342491628, 130.03668773250484
 48.24321930079793, 135.32286304518283
 46.6857173794299, 140.30894402267046
 44.902500255365204, 144.9823307157257
 42.919937183842286, 149.34490416411666
 40.76295714297882, 153.4091066210637
 38.454449136052666, 157.19428416139232
 36.014993895423075, 160.72372324253328
 33.462850761824726, 164.02242740687154
 30.814086602803126, 167.11560845033068
 28.08278607037009, 170.02773882109574
 25.281294788478515, 172.78202199049633
 22.42046633658841, 175.40015377136908
 19.50989677759895, 177.9022756888767
 16.55813903891065, -179.6929512319482
 13.57289477838219, -177.3682014009808
 10.56118446897324, -175.10730044835074
 7.529496077185204, -172.89502035920395
 4.4839277857491995, -170.71687441714494
 1.4302977871494604, -168.55889587671857
 -1.6257345357163493, -166.4074325201917
 -4.678562899817406, -164.2489351875211
 -7.722528130285696, -162.06974847946069
 -10.75181035868754, -159.85590104373776
 -13.760315843333808, -157.59289473490844
 -16.74155481051104, -155.2654931179409
 -19.68850670596865, -152.85751198505852
 -22.59346934500343, -150.35161816908786
 -25.447890699851634, -147.72914675559664
 -28.242169606342042, -144.96996774902976
 -30.96545345000154, -142.0524082282579
 -33.605397114267895, -138.9533147490088
 -36.14792000423615, -135.6483019509695
 -38.57696621899486, -132.112296814508
 -40.87429937236697, -128.32050335967304
 -43.019379474583374, -124.24993200691915
 -44.98939119353637, -119.88162603363189
 -46.75951472646433, -115.20364509107114
 -48.303542999052176, -110.21469522910871
 -49.59493680200515, -104.92800000789853
 -50.60834621630698, -99.37465451354865
 -51.32153000534772, -93.60530210548707
 -51.71741873626688, -87.68906714946316
 -51.78595588428331, -81.70905000166917
 
 
